Key,Type,Desc,Chinese,English
11448,Text,,隐私协议,null
11449,Text,,适龄提示,null
11450,Text,,1.本游戏是一款动作冒险类游戏，适用于年满12周岁及以上的用户，建议未成年人在家长监护下使用游戏产品。\n2.本游戏围绕冒险的剧情展开，游戏玩法是基于玩家在冒险中不断收集装备强化自身，鼓励玩家通过思考和训练达成目标。\n(3)本游戏中有用户实名认证系统，认证为未成年人的用户将接受以下管理:游戏中部分玩法和道具需要付费。8周岁以下(不含)无法进行充值。8周岁至16周岁 (含8周岁，不含16周岁)充值单次不超过50元，每月累计不超过200元。16周岁至18周岁(含16周岁，不含18周岁)充防沉迷规则值单次不超过100元，每月累计不超过400元。\n未成年玩家仅可在周五、周六、周日及法定节假日，每日20时至21时期间登录游戏，到达规定时间后\n将被强制下线，当日不能再登录游戏。其他时间无法登录游戏。\n(4)本游戏以守护家园主题，讲述了一个冒险者通过危险的关卡最后击败恶龙恢复家园的故事，同时鼓励玩家在冒险中结识朋友，培养朋友之间的友谊。本游戏传达游戏功能说明了坚定信念、相信伙伴的正确价值观，带给玩家美好的游戏体验。\n,null
11451,Text,,职业转职,null
11452,Text,,武神,null
11453,Text,,武神1,null
11454,Text,,武神2,null
11455,Text,,武神3,null
11456,Text,,确认转职,null
11457,Text,,重置职业,null
11458,Text,,攻击能力,null
11459,Text,,防御能力,null
11460,Text,,辅助能力,null
11461,Text,,武神武神,null
11462,Text,,剑类专精,null
11463,Text,,布甲专精,null
11464,Text,,提示:18级开启新职业转职！,null
11465,Text,,职业名字,null
11466,Text,,转职新增技能,null
11467,Text,,"勾选想要出售的增幅种类,可以快捷出售",null
11468,Text,,快捷出售,null
11469,Text,,基础,null
11470,Text,,中级,null
11471,Text,,高级,null
11472,Text,,特级,null
11473,Text,,超级,null
11474,Text,,终极,null
11475,Text,,开启宝箱,null
11476,Text,,提示：金钥匙可以通过击败领主掉落的碎片合成,null
11477,Text,,快捷,null
11478,Text,,上架,null
11479,Text,,摆摊,null
11480,Text,,拍卖会,null
11481,Text,,"拍卖时间结束时,出价最高者获得拍卖道具",null
11482,Text,,"提示：最后竞拍归属权为你,而你没有足够的金币购买,\n则保证金损失,竞拍失败退还全部保证金",null
11483,Text,,出价,null
11484,Text,,缴纳保证金,null
11485,Text,,拍卖记录,null
11486,Text,,剩余时间： ,null
11487,Text,,当前出价：,null
11488,Text,,出价玩家:,null
11489,Text,,已缴纳0保证金,null
11490,Text,,单价：0,null
11491,Text,,总价：0,null
11492,Text,,提示：交易成功后收取5%手续费,null
11493,Text,,推荐单价,null
11494,Text,,出售中的道具,null
11495,Text,,出售时间,null
11496,Text,,48小时,null
11497,Text,,出售单价,null
11498,Text,,收摊,null
11499,Text,,我的摊位,null
11500,Text,,购买提示,null
11501,Text,,购买数量,null
11502,Text,,购买价格,null
11503,Text,,道具奥德赛,null
11504,Text,,重塑,null
11505,Text,,共鸣,null
11506,Text,,装甲,null
11507,Text,,布阵,null
11508,Text,,上阵,null
11509,Text,,运气\n爆发,null
11510,Text,,(已激活),null
11511,Text,,新皮肤！,null
11512,Text,,宠物资质,null
11513,Text,,恭喜你获得宠物!,null
11514,Text,,恭喜激活全新宠物皮肤！,null
11515,Text,,孵化,null
11516,Text,,探索,null
11517,Text,,核心,null
11518,Text,,抽奖,null
11519,Text,,"1.抽奖获得的各个奖励,其概率完全由系统随机决定。\n2.每次使用钻石探索会获得不同额度的运气值，当运气值达到100点会必定会的高级的宠物。\n3.此探索概率说明仅为消耗钻石的概率。",null
11520,Text,,宠物掉落,null
11521,Text,,约15%,null
11522,Text,,宠物蛋和其他橙色道具,null
11523,Text,,约10%,null
11524,Text,,宠物装备和其他,null
11525,Text,,约74%,null
11526,Text,,今日探宝次数:10,null
11527,Text,,提示：今日探宝次数大于300次后，探索消耗自动打8折,null
11528,Text,,提示:附灵后的宠物蛋在开启宠物时更容易获得高资质的宠物哦！,null
11529,Text,,宠物蛋附灵,null
11530,Text,,确定附灵,null
11531,Text,,运气值说明,null
11532,Text,,"1.运气值达到100后，获取宠物时会触发运气爆发。\n2.触发运气爆发后，获得的宠物必定会进行变异。\n3.触发完一次运气爆发后,当前运气值会清空。",null
11533,Text,,合成装备,null
11534,Text,,确认队伍,null
11535,Text,,返回探险,null
11536,Text,,提示:拖动左边的宠物到右边的上阵单位即可完成阵容搭配,null
11537,Text,,阵容限制：5/5,null
11538,Text,,队伍搭配,null
11539,Text,,重新挑战,null
11540,Text,,下一关,null
11541,Text,,宠物探索说明,null
11542,Text,,"1.两只宠物合成后，会随机消失一只,没有主副之分。\n2.合成后的宠物属性来源是放置宠物的属性取其最大值和最小值中的随机值，取完后再进行上下浮动。\n3.合成后的技能来源是放置宠物的技能，每个技能有一定概率的留存或删除\n4.宠物有天生技能，当你把宠物的天生技能使用其他技能书替换时，再进行合成其天生技能还会再次出现的哦。",null
11543,Text,,宠物合成预览,null
11544,Text,,必定存在的技能,null
11545,Text,,合成预计资质,null
11546,Text,,天生存在技能,null
11547,Text,,提示：以上宠物合成后随机出现一种,null
11548,Text,,概率消失技能,null
11549,Text,,宠物之核列表,null
11550,Text,,提示:拖拽相同的碎片即可合成更高级的宠物之核,null
11551,Text,,宠物核心,null
11552,Text,,激活条件,null
11553,Text,,穿戴3个5级以上的宠物之核,null
11554,Text,,对怪攻击+50%,null
11555,Text,,资质,null
11556,Text,,敌方上阵,null
11557,Text,,己方上阵,null
11558,Text,,倒计时,null
11559,Text,,准备战斗,null
11560,Text,,宠物上阵,null
11561,Text,,关卡奖励,null
11562,Text,,宠物征程-1,null
11563,Text,,充满了危险，你是否可以打败他们，我们的英雄！,null
11564,Text,,召唤怪物数量：10,null
11565,Text,,己方防御塔,null
11566,Text,,敌方防御塔,null
11567,Text,,丢弃,null
11568,Text,,战斗结束倒计时,null
11569,Text,,魔力值,null
11570,Text,,恢复值：1点/每秒,null
11571,Text,,发起挑战,null
11572,Text,,增加次数,null
11573,Text,,1队,null
11574,Text,,2级开启,null
11575,Text,,驻守中...,null
11576,Text,,选择队伍,null
11577,Text,,驻守队伍,null
11578,Text,,金矿,null
11579,Text,,占领者：无,null
11580,Text,,产出：100/小时,null
11581,Text,,挑战冷却时间： 11111,null
11582,Text,,挑战次数:1/10,null
11583,Text,,确认搭配,null
11584,Text,,返回天梯,null
11585,Text,,提示:拖动宠物交换位置即可完成阵容搭配,null
11586,Text,,占领你的矿场,null
11587,Text,,矿场信息,null
11588,Text,,25级开启,null
11589,Text,,调整\n阵型,null
11590,Text,,闯关,null
11591,Text,,挖矿,null
11592,Text,,提示:宠物技能锁定后，只能在下次镶嵌技能的时候生效，镶嵌完成后次技能自动解除锁定状态,null
11593,Text,,宠物技能锁定,null
11594,Text,,确定锁定,null
11595,Text,,提示:绑定后可以用手机号直接登陆游戏,null
11596,Text,,已向手机号13333333发送短信验证,null
11597,Text,,系统提示,null
11598,Text,,是否花费800钻石重置您的技能？,null
11599,Text,,1.幸运值可以提高触发每次攻击的最高值。\n2.幸运值越高，触发的概率越高。\n3.当幸运值达到10点后，会100%触发最高上限。\n4.提升幸运属性会大幅度提高自身的战力。,null
11600,Text,,幸运效果,null
11601,Text,,属性来源,null
11602,Text,,1.幸运属性主要来源于装备的洗炼属性。\n2.在一些特殊宝石上也会有幸运属性出现。,null
11603,Text,,装备锁,null
11604,Text,,宠物锁,null
11605,Text,,排行榜,null
11606,Text,,请输入姓名,null
11607,Text,,请输入身份证号码,null
11608,Text,,已认证,null
11609,Text,,查看规则,null
11610,Text,,身份证,null
11611,Text,,实名认证奖励,null
11612,Text,,"根据相关规定,需要进行实名认证,请输入本人真实有效的信息,一旦审核完成将无法更改。",null
11613,Text,,如果您是未成年人，请在家长监督下填写自己真实的身份证信息，根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》和《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，对您有以下限制：\n游戏登陆\n每周五、周六、周日和法定节假日每日20时至21时提供1小时网络游戏服务。其他时段将不以任何形式为未成年人提供网络游戏服务。\n游戏充值\n1.未满12周岁的用户无法登录游戏和充值。\n2. 12周岁以上未满16周岁的用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币。\n3.16周岁以上未满18周岁的用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。\n注意：法定节假日是指“元旦1天，春节3天，清明节1天，劳动节1天，端午节1天，中秋节1天，国庆节3天”共11天假期。\n,null
11614,Text,,我已阅读,null
11615,Text,,充值...,null
11616,Text,,"提示: 请各位亲爱的玩家务必适度娱乐,理性消费！",null
11617,Text,,微信支付,null
11618,Text,,支付宝,null
11619,Text,,累冲50元,null
11620,Text,,累冲98元,null
11621,Text,,累冲达到50元可领取以下奖励,null
11622,Text,,累充奖励,null
11623,Text,,重新连接中...,null
11624,Text,,生肖,null
11625,Text,,镶嵌,null
11626,Text,,徽记,null
11627,Text,,拆分道具,null
11628,Text,,请输入要拆分道具的数量,null
11629,Text,,宠物仓库,null
11630,Text,,宠物数量： 1/2,null
11631,Text,,宠物属性,null
11632,Text,,取出宠物,null
11633,Text,,洗练,null
11634,Text,,传承,null
11635,Text,,1.洗炼装备可以让装备的洗炼属性产生变化。\n2.洗炼可以洗出额外的属性，如果运气好也可以在装备中发现隐藏技能。\n3.洗炼是幸运属性的主要来源。,null
11636,Text,,洗练说明,null
11637,Text,,钻石洗炼,null
11638,Text,,1.使用钻石洗炼可以获得更高的洗炼熟练度。\n2.使用钻石洗炼不受洗炼大师的等级影响，可以激活全部的洗炼技能。\n3.使用钻石洗炼出现极品属性的概率会相对较高。,null
11639,Text,,今日钻石洗练次数:10,null
11640,Text,,提示：今日洗练次数大于300次后，洗练消耗自动打9折,null
11641,Text,,洗炼属性,null
11642,Text,,提示:激活下层生肖属性需要先激活上层生肖。,null
11643,Text,,初级,null
11644,Text,,神级,null
11645,Text,,(未激活),null
11646,Text,,1. 活动开启后进入场景将会随机变成1种动物.,null
11647,Text,,2.每种动物都有属于自己的特殊能力。,null
11648,Text,,"3.活动开启后,控制自身的变身动物奔跑至目标点\n获得最终胜利。",null
11649,Text,,4.活动过程中每隔一段时间会自动进行变身。,null
11650,Text,,5.奔跑的过程中触碰星星道具也会获得额外的特殊\n能力。,null
11651,Text,,进入活动,null
11652,Text,,变身剩余倒计时 0:0,null
11653,Text,,提示:长按技能图标可显示技能描述。,null
11654,Text,,晶核,null
11655,Text,,爬塔,null
11656,Text,,提示：捐献次数会随赛季重置而重置！,null
11657,Text,,赛季晶核:生命,null
11658,Text,,当前品质：90,null
11659,Text,,本次预计增加晶核品质,null
11660,Text,,晶核注入,null
11661,Text,,即将出现在魔法森林中...,null
11662,Text,,剩余时间:19:19,null
11663,Text,,赛季果实,null
11664,Text,,可以降低赛季领主3个小时的刷新时间,null
11665,Text,,倒计时 0:0,null
11666,Text,,提示: 每周一0:00点通过邮箱进行发放哦，大家记得去领取哦！,null
11667,Text,,等级领取,null
11668,Text,,请选择一个你想领取的道具！,null
11669,Text,,最近登录,null
11670,Text,,服务器列表,null
11671,Text,,称号,null
11672,Text,,挂机,null
11673,Text,,手机性能一般,null
11674,Text,,手机性能较好,null
11675,Text,,动画提示,null
11676,Text,,"开启高帧可以使画面更加的流畅,需要当前手机的配置较好。",null
11677,Text,,使用普通,null
11678,Text,,开启高帧,null
11679,Text,,"如果游戏中你感觉卡顿,可以在设置处恢复普通模式\n",null
11680,Text,,编辑技能,null
11681,Text,,提示：技能按顺序进行释放，如果当前技能冷却将自动跳过当前技能向后进行释放,null
11682,Text,,快捷技能栏,null
11683,Text,,挂机释放顺序,null
11684,Text,,清空设置,null
11685,Text,,制造列表,null
11686,Text,,制造,null
11687,Text,,神器合成,null
11688,Text,,收集,null
11689,Text,,"提示：装备一旦上交将会立即销毁,请不要把极品装备上交喔！",null
11690,Text,,装备上交,null
11691,Text,,上交装备,null
11692,Text,,冷却时间,null
11693,Text,,次数：1/10,null
11694,Text,,刷新奖励,null
11695,Text,,购买次数,null
11696,Text,,放置,null
11697,Text,,天赋,null
11698,Text,,能源,null
11699,Text,,套装技能穿戴3个时激活此技能,null
11700,Text,,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊11111111111111111111111111111,null
11701,Text,,类型：主动技能,null
11702,Text,,积分：99,null
11703,Text,,今日战绩,null
11704,Text,,1. 每周一三五日22:00-22:20开启,null
11705,Text,,2.活动开启后可以进行1对1的挑战,null
11706,Text,,0胜4败,null
11707,Text,,匹配时间：0分0秒,null
11708,Text,,竞技规则,null
11709,Text,,竞技排名,null
11710,Text,,1胜11败,null
11711,Text,,"3.活动结束后,按照排名进行发放奖励。",null
11712,Text,,4.每天的竞技场第一将激活稀有坐骑:竞技之猩。,null
11713,Text,,5.每天的竞技场第一将激活稀有坐骑:竞技之猩。,null
11714,Text,,挑战结束,null
11715,Text,,"你当前成功完成挑战10波,获得奖励如下:",null
11716,Text,,10秒后自动返回主城,null
11717,Text,,挑战,null
11718,Text,,前往神秘地图,null
11719,Text,,神兽碎片兑换,null
11720,Text,,经验兑换,null
11721,Text,,领取节日奖励,null
11722,Text,,兑换魔能,null
11723,Text,,魔能币,null
11724,Text,,给予道具,null
11725,Text,,魔导师.加尔,null
11726,Text,,嘿小勇士你是我引导的第8434个来这里探险的人。,null
11727,Text,,你好 任务描述1111,null
11728,Text,,任务名称,null
11729,Text,,接取任务,null
11730,Text,,提交任务,null
11731,Text,,"提示：组队尽量选择玩家,人机角色只能协助你进行战斗。",null
11732,Text,,我的副本,null
11733,Text,,副本描述,null
11734,Text,,副本描述副本描述副本描述副本描述副本描述副本描述副本描述副本描述副本描述副本描述副本描,null
11735,Text,,可能获得奖励:,null
11736,Text,,消耗帮助次数\n进入比自己等级低的副本,null
11737,Text,,开启深渊模式,null
11738,Text,,同意,null
11739,Text,,需求,null
11740,Text,,放弃,null
11741,Text,,0秒,null
11742,Text,,恭喜你获得胜利！,null
11743,Text,,\n塔内怪物的爆率较高，每10层会刷新一个宝箱！,null
11744,Text,,可能掉落,null
11745,Text,,这里是灵禁秘塔，总共有100层，每层都隐藏着鲜为人知的事物，而你要做的就是尽可能的击败这些邪恶的怪兽，传说在它们的身上能找到不错的宝物哦！,null
11746,Text,,灵禁秘塔,null
11747,Text,,地图类型：单人,null
11748,Text,,地图消耗：秘塔凭证或钻石,null
11749,Text,,封印之塔,null
11750,Text,,是否继续下面的挑战？,null
11751,Text,,本次的挑战需要消耗灵禁秘塔凭证或花费\n520钻直接开启！,null
11752,Text,,钻石挑战,null
11753,Text,,凭证挑战,null
11754,Text,,"每10层会有一个宝箱,您当前掷点数会超过宝箱层",null
11755,Text,,是否花费350钻石去到宝箱层,null
11756,Text,,不去,null
11757,Text,,去,null
11758,Text,,点击下面开始挑战,null
11759,Text,,当前层数:,null
11760,Text,,消耗: 520,null
11761,Text,,或,null
11762,Text,,挑战倒计时 10:00,null
11763,Text,,挑战之地:1/30,null
11764,Text,,新地区已开放,null
11765,Text,,寻宝,null
11766,Text,,停止移动,null
11767,Text,,提示:点击停止移动即可随机列表中的一个奖励,null
11768,Text,,试炼,null
11769,Text,,详细,null
11770,Text,,提示：点击重新挑战会,null
11771,Text,,伤害:10000,null
11772,Text,,"挑战失败,请点击按钮重新开始你的挑战！",null
11773,Text,,剩余时间 10:00,null
11774,Text,,活动规则,null
11775,Text,,1. 自己支持的小龟前往终点后将获得奖励。,null
11776,Text,,2.小龟在前进的路途上会不断给周围玩家\n随机投放奖励哦。,null
11777,Text,,3.预测成功将通过发送50万金币的奖励哦。,null
11778,Text,,竞猜获胜奖励,null
11779,Text,,"提示:每次支持小龟消耗5万金币,同账号下只有1个角色可以参加此活动",null
11780,Text,,小龟1号,null
11781,Text,,获胜次数:0,null
11782,Text,,本次支持数:0,null
11783,Text,,支持1号,null
11784,Text,,小龟2号,null
11785,Text,,支持2号,null
11786,Text,,小龟3号,null
11787,Text,,支持3号,null
11788,Text,,活动开启倒计时 0分0秒,null
11789,Text,,图纸制造,null
11790,Text,,工会,null
11791,Text,,祝福,null
11792,Text,,订单,null
11793,Text,,家族捐献,null
11794,Text,,捐献规则,null
11795,Text,,"1.   每次捐献获得随机额度的家族贡献,家族经验和家族资金",null
11796,Text,,2.   每天捐献次数零点重置,null
11797,Text,,消耗： 100000金币,null
11798,Text,,捐献次数： 10次,null
11799,Text,,消耗： 250钻石,null
11800,Text,,捐献记录,null
11801,Text,,竞选名单,null
11802,Text,,取消申请,null
11803,Text,,确认申请,null
11804,Text,,已申请,null
11805,Text,,竞选须知,null
11806,Text,,因为族长多日没上线会重新竞选。\n竞选规则：\n1.竞选会优先安排职位较高的玩家当选。\n2.相同职位的按照战力进行优先级选择。,null
11807,Text,,研究,null
11808,Text,,工会记录,null
11809,Text,,修炼,null
11810,Text,,生命石,null
11811,Text,,账号,null
11812,Text,,邀请组队,null
11813,Text,,加为好友,null
11814,Text,,踢出队伍,null
11815,Text,,申请入队,null
11816,Text,,邀请公会,null
11817,Text,,踢出公会,null
11818,Text,,加入黑名单,null
11819,Text,,移除黑名单,null
11820,Text,,转移会长,null
11821,Text,,任命副会长,null
11822,Text,,任命长老,null
11823,Text,,撤销,null
11824,Text,,服务器黑名单,null
11825,Text,,举报禁言,null
11826,Text,,快捷搜索,null
11827,Text,,它可以让你的技能产生变化!\n不同类型的武器对应不同的技能哦!\n不同类型的武器对应不同的技能哦!,null
11828,Text,,武器提示,null
11829,Text,,兑换商店,null
11830,Text,,投资,null
11831,Text,,世界等级,null
11832,Text,,兑换经验,null
11833,Text,,低于世界等级:,null
11834,Text,,1.低于世界等级可以获得经验加成。,null
11835,Text,,2.低于世界等级使用经验盒子获得经验加成。,null
11836,Text,,达到等级或世界等级:,null
11837,Text,,1.达到世界等级的将无法使用经验盒子。,null
11838,Text,,2.达到世界等级可以把额外的经验转换成金币。,null
11839,Text,,3.达到世界等级的玩家游戏内怪物的爆率会提升。,null
11840,Text,,提示：每差一级提升2%（最高20%）,null
11841,Text,,提示: 每天中午12点开启新的世界等级,null
11842,Text,,当前的经验百分比:25%,null
11843,Text,,可以获得经验加成20%,null
11844,Text,,当前的等级:25,null
11845,Text,,你当前的等级:25,null
11846,Text,,作者真帅(29级),null
11847,Text,,世界等级说明,null
11848,Text,,今日兑换次数:0,null
11849,Text,,拒绝,null
11850,Text,,温馨提示,null
11851,Text,,"为提供第三方账号登陆、消息推送、和用户内容分享以及提高账号安全性，我们需要联网以及调用如下的权限,部分权限会收集个人信息。\n\n获取您的设备型号、IP地址、设备识别码：用于保障您的账户财产安全、安全稳定的服务。\n读写存储权限: 用于游戏存储等相关功能。\n\n如果您不统一调用以上必要权限,或不同意我们手机并使用以上信息,将导致无法正常运行和使用我们的产品。\n\n请您阅读并同意<color=green>《用户协议》</color> 和<color=green>《隐私协议》</color> 。",null
